"AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP",,,,,,,,,,,,,,,
COORDENADORIA DE DEFESA DA CONCORRÊNCIA,,,,,,,,,,,,,,,
SISTEMA DE LEVANTAMENTO DE PREÇOS,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
RELATÓRIO DE DEFESA DA CONCORRÊNCIA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INTERVALO DE TEMPO: MENSAL,,,,,,,,,,,,,,,
PERÍODO: 01/07/2001 A 31/12/2012,,,,,,,,,,,,,,,
COMBUSTÍVEL: TODOS,,,,,,,,,,,,,,,
TIPO RELATÓRIO: REGIÃO,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
MÊS,PRODUTO,REGIÃO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PRECO MÍNIMO REVENDA,PRECO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PRECO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PRECO MÍNIMO DISTRIBUIÇÃO,PRECO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
07/01/2001,ETANOL HIDRATADO,CENTRO OESTE,1461,R$/l,1.0885,0.10834,0.807,1.49,0.2823,0.0995314653192467,0.8062,0.09879,0.4408,1.1,0.123
07/01/2001,ETANOL HIDRATADO,NORDESTE,3442,R$/l,1.1212,0.10078,0.79,1.58,0.1735,0.089885836603639,0.9477,0.09202,0.4339,1.2284,0.097
07/01/2001,ETANOL HIDRATADO,NORTE,935,R$/l,1.2626,0.08097,0.881,1.49,0.219,0.064129573895137,1.0436,0.13421,0.5586,1.5775,0.129
07/01/2001,ETANOL HIDRATADO,SUDESTE,10169,R$/l,0.9352,0.14279,0.639,1.405,0.1808,0.152683917878529,0.7544,0.13446,0.3182,1.5607,0.178
07/01/2001,ETANOL HIDRATADO,SUL,1892,R$/l,1.0171,0.16526,0.677,1.45,0.1951,0.16248156523449,0.822,0.14243,0.4645,1.1959,0.173
